,IE0005042456,IE000BI0GCN3,IE000T9EOCL3,IE00B0M62X26,IE00B14X4Q57,IE00B1XNHC34,IE00B3FH7618,IE00B3ZW0K18,IE00B52MJY50,IE00B52VJ196,IE00B5M4WH52,IE00B66F4759,IE00B9M6RS56,IE00BD8PGZ49,IE00BDFK1573,IE00BDZVH966,IE00BFNM3G45,IE00BGPP6697,IE00BH4G7D40,IE00BHZPJ015,IE00BHZPJ239,IE00BHZPJ452,IE00BHZPJ783,IE00BHZPJ908,IE00BLDGH553,IE00BMDFDY08,IE00BMG6Z448,IE00BYYHSM20,IE00BYZTVT56,IE00BZ173V67,IE00BZ1NCS44
232,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909,4.566483338673909
233,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054,4.5630750020345054
234,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455,4.5596250057220455
235,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651,4.558249998092651
236,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288,4.557200002670288
237,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228,4.556141678492228
238,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476,4.553850015004476
239,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169,4.554200029373169
240,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071,4.56012503306071
241,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827,4.564825042088827
242,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453,4.568875042597453
243,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089,4.574958372116089
244,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923,4.57849170366923
245,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609,4.581708367665609
246,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573,4.585733366012573
247,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265,4.587850030263265
248,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517,4.590583356221517
249,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868,4.5936416943868
250,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785,4.5961250305175785
251,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391,4.598591693242391
252,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461,4.600800021489461
253,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365,4.602408345540365
254,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625,4.6049500147501625
255,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931,4.608525021870931
256,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501,4.611175012588501
257,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526,4.612250010172526
258,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219,4.613483349482219
