date,quote,relative,dividends,cumulative_dividends,quote_with_dividends,relative_with_dividends,reinvested_dividends,quote_with_reinvested_dividends,relative_with_reinvested_dividends
2022-05-29,4.92,-1.9920318725099584,0.0,0.0,4.92,-1.9920318725099584,0,4.92,-1.9920318725099584
2022-05-30,4.97,-0.9960159362549792,0.0,0.0,4.97,-0.9960159362549792,0,4.97,-0.9960159362549792
2022-05-31,4.93,-1.7928286852589626,0.0,0.0,4.93,-1.7928286852589626,0,4.93,-1.7928286852589626
2022-06-01,4.9,-2.390438247011939,0.0,0.0,4.9,-2.390438247011939,0,4.9,-2.390438247011939
2022-06-02,4.93,-1.7928286852589626,0.0,0.0,4.93,-1.7928286852589626,0,4.93,-1.7928286852589626
2022-06-03,4.91,-2.191235059760943,0.0,0.0,4.91,-2.191235059760943,0,4.91,-2.191235059760943
2022-06-04,4.91,-2.191235059760943,0.0,0.0,4.91,-2.191235059760943,0,4.91,-2.191235059760943
2022-06-05,4.91,-2.191235059760943,0.0,0.0,4.91,-2.191235059760943,0,4.91,-2.191235059760943
2022-06-06,4.89,-2.589641434262946,0.0,0.0,4.89,-2.589641434262946,0,4.89,-2.589641434262946
2022-06-07,4.9,-2.390438247011939,0.0,0.0,4.9,-2.390438247011939,0,4.9,-2.390438247011939
2022-06-08,4.86,-3.1872509960159223,0.0,0.0,4.86,-3.1872509960159223,0,4.86,-3.1872509960159223
2022-06-09,4.79,-4.581673306772904,0.0,0.0,4.79,-4.581673306772904,0,4.79,-4.581673306772904
2022-06-10,4.76,-5.179282868525892,0.0,0.0,4.76,-5.179282868525892,0,4.76,-5.179282868525892
2022-06-11,4.76,-5.179282868525892,0.0,0.0,4.76,-5.179282868525892,0,4.76,-5.179282868525892
2022-06-12,4.76,-5.179282868525892,0.0,0.0,4.76,-5.179282868525892,0,4.76,-5.179282868525892
2022-06-13,4.64,-7.569721115537842,0.0,0.0,4.64,-7.569721115537842,0,4.64,-7.569721115537842
2022-06-14,4.62,-7.968127490039834,0.0,0.0,4.62,-7.968127490039834,0,4.62,-7.968127490039834
2022-06-15,4.67,-6.972111553784854,0.0,0.0,4.67,-6.972111553784854,0,4.67,-6.972111553784854
2022-06-16,4.67,-6.972111553784854,0.0,0.0,4.67,-6.972111553784854,0,4.67,-6.972111553784854
2022-06-17,4.63,-7.768924302788838,0.0,0.0,4.63,-7.768924302788838,0,4.63,-7.768924302788838
2022-06-18,4.63,-7.768924302788838,0.0,0.0,4.63,-7.768924302788838,0,4.63,-7.768924302788838
2022-06-19,4.63,-7.768924302788838,0.0,0.0,4.63,-7.768924302788838,0,4.63,-7.768924302788838
2022-06-20,4.64,-7.569721115537842,0.0,0.0,4.64,-7.569721115537842,0,4.64,-7.569721115537842
2022-06-21,4.65,-7.370517928286835,0.0,0.0,4.65,-7.370517928286835,0,4.65,-7.370517928286835
2022-06-22,4.67,-6.972111553784854,0.0,0.0,4.67,-6.972111553784854,0,4.67,-6.972111553784854
2022-06-23,4.66,-7.17131474103585,0.0,0.0,4.66,-7.17131474103585,0,4.66,-7.17131474103585
2022-06-24,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-06-25,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-06-26,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-06-27,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-06-28,4.62,-7.968127490039834,0.0,0.0,4.62,-7.968127490039834,0,4.62,-7.968127490039834
2022-06-29,4.58,-8.764940239043817,0.0,0.0,4.58,-8.764940239043817,0,4.58,-8.764940239043817
2022-06-30,4.61,-8.167330677290819,0.0,0.0,4.61,-8.167330677290819,0,4.61,-8.167330677290819
2022-07-01,4.58,-8.764940239043817,0.0,0.0,4.58,-8.764940239043817,0,4.58,-8.764940239043817
2022-07-02,4.58,-8.764940239043817,0.0,0.0,4.58,-8.764940239043817,0,4.58,-8.764940239043817
2022-07-03,4.58,-8.764940239043817,0.0,0.0,4.58,-8.764940239043817,0,4.58,-8.764940239043817
2022-07-04,4.63,-7.768924302788838,0.0,0.0,4.63,-7.768924302788838,0,4.63,-7.768924302788838
2022-07-05,4.58,-8.764940239043817,0.0,0.0,4.58,-8.764940239043817,0,4.58,-8.764940239043817
2022-07-06,4.62,-7.968127490039834,0.0,0.0,4.62,-7.968127490039834,0,4.62,-7.968127490039834
2022-07-07,4.65,-7.370517928286835,0.0,0.0,4.65,-7.370517928286835,0,4.65,-7.370517928286835
2022-07-08,4.66,-7.17131474103585,0.0,0.0,4.66,-7.17131474103585,0,4.66,-7.17131474103585
2022-07-09,4.66,-7.17131474103585,0.0,0.0,4.66,-7.17131474103585,0,4.66,-7.17131474103585
2022-07-10,4.66,-7.17131474103585,0.0,0.0,4.66,-7.17131474103585,0,4.66,-7.17131474103585
2022-07-11,4.66,-7.17131474103585,0.0,0.0,4.66,-7.17131474103585,0,4.66,-7.17131474103585
2022-07-12,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-07-13,4.69,-6.573705179282852,0.0,0.0,4.69,-6.573705179282852,0,4.69,-6.573705179282852
2022-07-14,4.64,-7.569721115537842,0.0,0.0,4.64,-7.569721115537842,0,4.64,-7.569721115537842
2022-07-15,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-07-16,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-07-17,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-07-18,4.73,-5.776892430278869,0.0,0.0,4.73,-5.776892430278869,0,4.73,-5.776892430278869
2022-07-19,4.71,-6.175298804780871,0.0,0.0,4.71,-6.175298804780871,0,4.71,-6.175298804780871
2022-07-20,4.76,-5.179282868525892,0.0,0.0,4.76,-5.179282868525892,0,4.76,-5.179282868525892
2022-07-21,4.77,-4.980079681274896,0.0,0.0,4.77,-4.980079681274896,0,4.77,-4.980079681274896
2022-07-22,4.81,-4.183266932270913,0.0,0.0,4.81,-4.183266932270913,0,4.81,-4.183266932270913
2022-07-23,4.81,-4.183266932270913,0.0,0.0,4.81,-4.183266932270913,0,4.81,-4.183266932270913
2022-07-24,4.81,-4.183266932270913,0.0,0.0,4.81,-4.183266932270913,0,4.81,-4.183266932270913
2022-07-25,4.79,-4.581673306772904,0.0,0.0,4.79,-4.581673306772904,0,4.79,-4.581673306772904
2022-07-26,4.79,-4.581673306772904,0.0,0.0,4.79,-4.581673306772904,0,4.79,-4.581673306772904
2022-07-27,4.78,-4.7808764940238895,0.0,0.0,4.78,-4.7808764940238895,0,4.78,-4.7808764940238895
2022-07-28,4.84,-3.585657370517925,0.0,0.0,4.84,-3.585657370517925,0,4.84,-3.585657370517925
2022-07-29,4.85,-3.3864541832669293,0.0,0.0,4.85,-3.3864541832669293,0,4.85,-3.3864541832669293
2022-07-30,4.85,-3.3864541832669293,0.0,0.0,4.85,-3.3864541832669293,0,4.85,-3.3864541832669293
2022-07-31,4.85,-3.3864541832669293,0.0,0.0,4.85,-3.3864541832669293,0,4.85,-3.3864541832669293
2022-08-01,4.89,-2.589641434262946,0.0,0.0,4.89,-2.589641434262946,0,4.89,-2.589641434262946
2022-08-02,4.85,-3.3864541832669293,0.0,0.0,4.85,-3.3864541832669293,0,4.85,-3.3864541832669293
2022-08-03,4.84,-3.585657370517925,0.0,0.0,4.84,-3.585657370517925,0,4.84,-3.585657370517925
2022-08-04,4.9,-2.390438247011939,0.0,0.0,4.9,-2.390438247011939,0,4.9,-2.390438247011939
2022-08-05,4.84,-3.585657370517925,0.0,0.0,4.84,-3.585657370517925,0,4.84,-3.585657370517925
2022-08-06,4.84,-3.585657370517925,0.0,0.0,4.84,-3.585657370517925,0,4.84,-3.585657370517925
2022-08-07,4.84,-3.585657370517925,0.0,0.0,4.84,-3.585657370517925,0,4.84,-3.585657370517925
2022-08-08,4.89,-2.589641434262946,0.0,0.0,4.89,-2.589641434262946,0,4.89,-2.589641434262946
2022-08-09,4.86,-3.1872509960159223,0.0,0.0,4.86,-3.1872509960159223,0,4.86,-3.1872509960159223
2022-08-10,4.95,-1.3944223107569598,0.0,0.0,4.95,-1.3944223107569598,0,4.95,-1.3944223107569598
2022-08-11,4.91,-2.191235059760943,0.0,0.0,4.91,-2.191235059760943,0,4.91,-2.191235059760943
2022-08-12,4.89,-2.589641434262946,0.0,0.0,4.89,-2.589641434262946,0,4.89,-2.589641434262946
2022-08-13,4.89,-2.589641434262946,0.0,0.0,4.89,-2.589641434262946,0,4.89,-2.589641434262946
2022-08-14,4.89,-2.589641434262946,0.0,0.0,4.89,-2.589641434262946,0,4.89,-2.589641434262946
2022-08-15,4.91,-2.191235059760943,0.0,0.0,4.91,-2.191235059760943,0,4.91,-2.191235059760943
2022-08-16,4.94,-1.5936254980079556,0.0,0.0,4.94,-1.5936254980079556,0,4.94,-1.5936254980079556
2022-08-17,4.88,-2.7888446215139417,0.0,0.0,4.88,-2.7888446215139417,0,4.88,-2.7888446215139417
2022-08-18,4.85,-3.3864541832669293,0.0,0.0,4.85,-3.3864541832669293,0,4.85,-3.3864541832669293
2022-08-19,4.84,-3.585657370517925,0.0,0.0,4.84,-3.585657370517925,0,4.84,-3.585657370517925
2022-08-20,4.84,-3.585657370517925,0.0,0.0,4.84,-3.585657370517925,0,4.84,-3.585657370517925
2022-08-21,4.84,-3.585657370517925,0.0,0.0,4.84,-3.585657370517925,0,4.84,-3.585657370517925
2022-08-22,4.78,-4.7808764940238895,0.0,0.0,4.78,-4.7808764940238895,0,4.78,-4.7808764940238895
2022-08-23,4.82,-3.9840637450199057,0.0,0.0,4.82,-3.9840637450199057,0,4.82,-3.9840637450199057
2022-08-24,4.82,-3.9840637450199057,0.0,0.0,4.82,-3.9840637450199057,0,4.82,-3.9840637450199057
2022-08-25,4.81,-4.183266932270913,0.0,0.0,4.81,-4.183266932270913,0,4.81,-4.183266932270913
2022-08-26,4.8,-4.3824701195219085,0.0,0.0,4.8,-4.3824701195219085,0,4.8,-4.3824701195219085
2022-08-27,4.8,-4.3824701195219085,0.0,0.0,4.8,-4.3824701195219085,0,4.8,-4.3824701195219085
2022-08-28,4.8,-4.3824701195219085,0.0,0.0,4.8,-4.3824701195219085,0,4.8,-4.3824701195219085
2022-08-29,4.75,-5.378486055776888,0.0,0.0,4.75,-5.378486055776888,0,4.75,-5.378486055776888
2022-08-30,4.7,-6.374501992031856,0.0,0.0,4.7,-6.374501992031856,0,4.7,-6.374501992031856
2022-08-31,4.73,-5.776892430278869,0.0,0.0,4.73,-5.776892430278869,0,4.73,-5.776892430278869
2022-09-01,4.64,-7.569721115537842,0.0,0.0,4.64,-7.569721115537842,0,4.64,-7.569721115537842
2022-09-02,4.7,-6.374501992031856,0.0,0.0,4.7,-6.374501992031856,0,4.7,-6.374501992031856
2022-09-03,4.7,-6.374501992031856,0.0,0.0,4.7,-6.374501992031856,0,4.7,-6.374501992031856
2022-09-04,4.7,-6.374501992031856,0.0,0.0,4.7,-6.374501992031856,0,4.7,-6.374501992031856
2022-09-05,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-09-06,4.66,-7.17131474103585,0.0,0.0,4.66,-7.17131474103585,0,4.66,-7.17131474103585
2022-09-07,4.72,-5.976095617529875,0.0,0.0,4.72,-5.976095617529875,0,4.72,-5.976095617529875
2022-09-08,4.7,-6.374501992031856,0.0,0.0,4.7,-6.374501992031856,0,4.7,-6.374501992031856
2022-09-09,4.75,-5.378486055776888,0.0,0.0,4.75,-5.378486055776888,0,4.75,-5.378486055776888
2022-09-10,4.75,-5.378486055776888,0.0,0.0,4.75,-5.378486055776888,0,4.75,-5.378486055776888
2022-09-11,4.75,-5.378486055776888,0.0,0.0,4.75,-5.378486055776888,0,4.75,-5.378486055776888
2022-09-12,4.75,-5.378486055776888,0.0,0.0,4.75,-5.378486055776888,0,4.75,-5.378486055776888
2022-09-13,4.64,-7.569721115537842,0.0,0.0,4.64,-7.569721115537842,0,4.64,-7.569721115537842
2022-09-14,4.69,-6.573705179282852,0.0,0.0,4.69,-6.573705179282852,0,4.69,-6.573705179282852
2022-09-15,4.67,-6.972111553784854,0.0,0.0,4.67,-6.972111553784854,0,4.67,-6.972111553784854
2022-09-16,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-09-17,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-09-18,4.68,-6.7729083665338585,0.0,0.0,4.68,-6.7729083665338585,0,4.68,-6.7729083665338585
2022-09-19,4.66,-7.17131474103585,0.0,0.0,4.66,-7.17131474103585,0,4.66,-7.17131474103585
2022-09-20,4.65,-7.370517928286835,0.0,0.0,4.65,-7.370517928286835,0,4.65,-7.370517928286835
