date,quote,relative,dividends,cumulative_dividends,quote_with_dividends,relative_with_dividends,reinvested_dividends,quote_with_reinvested_dividends,relative_with_reinvested_dividends
2023-03-30,3.92,-6.2200956937799035,0.0,0.0,3.92,-6.2200956937799035,0,3.92,-6.2200956937799035
2023-03-31,3.94,-5.741626794258369,0.0,0.0,3.94,-5.741626794258369,0,3.94,-5.741626794258369
2023-04-01,3.94,-5.741626794258369,0.0,0.0,3.94,-5.741626794258369,0,3.94,-5.741626794258369
2023-04-02,3.94,-5.741626794258369,0.0,0.0,3.94,-5.741626794258369,0,3.94,-5.741626794258369
2023-04-03,3.95,-5.502392344497597,0.0,0.0,3.95,-5.502392344497597,0,3.95,-5.502392344497597
2023-04-04,3.96,-5.263157894736836,0.0,0.0,3.96,-5.263157894736836,0,3.96,-5.263157894736836
2023-04-05,3.93,-5.980861244019131,0.0,0.0,3.93,-5.980861244019131,0,3.93,-5.980861244019131
2023-04-06,3.92,-6.2200956937799035,0.0,0.0,3.92,-6.2200956937799035,0,3.92,-6.2200956937799035
2023-04-07,3.94,-5.741626794258369,0.0,0.0,3.94,-5.741626794258369,0,3.94,-5.741626794258369
2023-04-08,3.94,-5.741626794258369,0.0,0.0,3.94,-5.741626794258369,0,3.94,-5.741626794258369
2023-04-09,3.94,-5.741626794258369,0.0,0.0,3.94,-5.741626794258369,0,3.94,-5.741626794258369
2023-04-10,3.94,-5.741626794258369,0.0,0.0,3.94,-5.741626794258369,0,3.94,-5.741626794258369
2023-04-11,3.98,-4.784688995215303,0.0,0.0,3.98,-4.784688995215303,0,3.98,-4.784688995215303
2023-04-12,3.99,-4.545454545454531,0.0,0.0,3.99,-4.545454545454531,0,3.99,-4.545454545454531
2023-04-13,3.97,-5.023923444976064,0.0,0.0,3.97,-5.023923444976064,0,3.97,-5.023923444976064
2023-04-14,3.97,-5.023923444976064,0.0,0.0,3.97,-5.023923444976064,0,3.97,-5.023923444976064
2023-04-15,3.97,-5.023923444976064,0.0,0.0,3.97,-5.023923444976064,0,3.97,-5.023923444976064
2023-04-16,3.97,-5.023923444976064,0.0,0.0,3.97,-5.023923444976064,0,3.97,-5.023923444976064
2023-04-17,3.99,-4.545454545454531,0.0,0.0,3.99,-4.545454545454531,0,3.99,-4.545454545454531
2023-04-18,3.97,-5.023923444976064,0.0,0.0,3.97,-5.023923444976064,0,3.97,-5.023923444976064
